,model,data_name,sample_len,class_disbalance,f1_test_raw_disbalanced,f1_test_raw_population,f1_test_ctgan_on_disbalanced,f1_test_ctgan_on_population
791,XGB,credit,400,0.8,0.6792452830188679,0.7377268851260811,0.2488479262672811,0.2863676341248901
792,Nearest Neighbors,credit,400,1.0,0.48,0.5287761334272962,0.42191780821917807,0.4505164073735129
793,Decision Tree,credit,400,1.0,0.7142857142857143,0.7001506780512305,0.3107569721115538,0.2496006389776358
794,Random Forest,credit,400,1.0,0.7469879518072289,0.7063644512741708,0.009900990099009901,0.03744441844137608
795,Neural Net,credit,400,1.0,0.12,0.1442995372318048,0.0196078431372549,0.02117148906139732
796,AdaBoost,credit,400,1.0,0.7741935483870968,0.7460627658351535,0.1875,0.1492014876394662
797,Naive Bayes,credit,400,1.0,0.4857142857142857,0.49066301182114097,0.5902578796561605,0.6011560693641619
798,QDA,credit,400,1.0,0.5675675675675675,0.5824605283726747,0.6371191135734072,0.6215203426124197
799,XGB,credit,400,1.0,0.7272727272727273,0.7044040210627094,0.4626334519572954,0.44981901941428104
800,Nearest Neighbors,credit,500,0.2,0.13333333333333333,0.18527410964385754,0.12371134020618557,0.2435137138621201
801,Decision Tree,credit,500,0.2,0.5882352941176471,0.5633258137286496,0.038461538461538464,0.02033096926713948
802,Random Forest,credit,500,0.2,0.46153846153846156,0.45262587980508934,0.0,0.0
803,Neural Net,credit,500,0.2,0.0,0.02267993520018514,0.29878048780487804,0.6584237530490369
804,AdaBoost,credit,500,0.2,0.7777777777777778,0.5810505961972285,0.0,0.0
805,Naive Bayes,credit,500,0.2,0.6666666666666666,0.5811074918566775,0.07547169811320754,0.031022326674500587
806,QDA,credit,500,0.2,0.7058823529411765,0.6716178826270569,0.07547169811320754,0.03007518796992481
807,XGB,credit,500,0.2,0.625,0.5595160235448006,0.038461538461538464,0.07078832452309813
808,Nearest Neighbors,credit,500,0.4,0.2857142857142857,0.3436050364479788,0.31,0.41567291311754684
809,Decision Tree,credit,500,0.4,0.5625,0.5944778651858708,0.0,0.010362694300518135
810,Random Forest,credit,500,0.4,0.42857142857142855,0.5490260812149225,0.019801980198019802,0.011899095668729176
811,Neural Net,credit,500,0.4,0.09523809523809523,0.06817134960847536,0.0,0.020838266635093534
812,AdaBoost,credit,500,0.4,0.5945945945945946,0.6708286038592508,0.0,0.0
813,Naive Bayes,credit,500,0.4,0.5161290322580645,0.6361005331302361,0.019230769230769232,0.053832116788321165
814,QDA,credit,500,0.4,0.5625,0.6462646264626463,0.019230769230769232,0.03047794966520434
815,XGB,credit,500,0.4,0.6060606060606061,0.6629323624142277,0.13432835820895522,0.20146738052746382
816,Nearest Neighbors,credit,500,0.6,0.36,0.41187711303836544,0.46153846153846156,0.45462975228507085
817,Decision Tree,credit,500,0.6,0.43137254901960786,0.6202476329206118,0.20408163265306123,0.2676957831325301
818,Random Forest,credit,500,0.6,0.4782608695652174,0.6301814426906623,0.0975609756097561,0.109009009009009
819,Neural Net,credit,500,0.6,0.5773195876288659,0.6545486946449256,0.5504587155963303,0.6662360729856289
820,AdaBoost,credit,500,0.6,0.7017543859649122,0.6782157959350702,0.08860759493670886,0.12054671745462693
821,Naive Bayes,credit,500,0.6,0.5,0.6334800424950675,0.22727272727272727,0.26180169037311896
822,QDA,credit,500,0.6,0.6451612903225806,0.73276585541302,0.2702702702702703,0.33919938116418485
823,XGB,credit,500,0.6,0.6071428571428571,0.6722780342112409,0.3302752293577982,0.3918872464764524
824,Nearest Neighbors,credit,500,0.8,0.5263157894736842,0.5217497556207233,0.3948051948051948,0.4585117773019272
825,Decision Tree,credit,500,0.8,0.625,0.7154091914475301,0.15315315315315314,0.1503823279524214
826,Random Forest,credit,500,0.8,0.6461538461538462,0.7359719438877755,0.11267605633802817,0.13368397983782598
827,Neural Net,credit,500,0.8,0.5344827586206896,0.6603415559772297,0.6268656716417911,0.6449880095923262
828,AdaBoost,credit,500,0.8,0.6470588235294118,0.7385677308024159,0.3424124513618677,0.35321511732043703
829,Naive Bayes,credit,500,0.8,0.5652173913043478,0.48401342518989576,0.24242424242424243,0.23441084462982273
830,QDA,credit,500,0.8,0.6666666666666666,0.6042553191489362,0.3614457831325301,0.3304110656536139
831,XGB,credit,500,0.8,0.6486486486486487,0.7319179560993163,0.38390092879256965,0.43667212382795056
832,Nearest Neighbors,credit,500,1.0,0.5454545454545454,0.550512104283054,0.5212121212121212,0.5153229608675153
833,Decision Tree,credit,500,1.0,0.7415730337078652,0.6895455147740824,0.5749385749385749,0.5501588742623695
834,Random Forest,credit,500,1.0,0.8085106382978723,0.7407956510995799,0.5305039787798409,0.5357197027150008
835,Neural Net,credit,500,1.0,0.0784313725490196,0.12055160142348754,0.6657754010695187,0.6672543676871293
836,AdaBoost,credit,500,1.0,0.75,0.747451343836886,0.6223277909738717,0.6105702364394993
837,Naive Bayes,credit,500,1.0,0.717948717948718,0.5509021685151465,0.6057441253263708,0.5671830540625988
838,QDA,credit,500,1.0,0.7560975609756098,0.6445639187574671,0.612987012987013,0.5776184538653366
839,XGB,credit,500,1.0,0.723404255319149,0.7282463186077643,0.5517241379310345,0.5897373540856031
840,Nearest Neighbors,credit,1000,0.2,0.0,0.18455971049457176,0.18018018018018017,0.2781849912739965
841,Decision Tree,credit,1000,0.2,0.4444444444444444,0.5393849695773721,0.21487603305785125,0.22937876584250988
842,Random Forest,credit,1000,0.2,0.41379310344827586,0.33849167482859943,0.0,0.0
843,Neural Net,credit,1000,0.2,0.0,0.024856156501726123,0.42758620689655175,0.4768445148793802
844,AdaBoost,credit,1000,0.2,0.5806451612903226,0.5069791487161813,0.0,0.0
845,Naive Bayes,credit,1000,0.2,0.2898550724637681,0.6641252331900398,0.25757575757575757,0.3460354118552733
846,QDA,credit,1000,0.2,0.291970802919708,0.6657980456026059,0.32116788321167883,0.4149560117302053
847,XGB,credit,1000,0.2,0.5555555555555556,0.5590322580645162,0.19298245614035087,0.12042818911685994
848,Nearest Neighbors,credit,1000,0.4,0.1935483870967742,0.29649499284692415,0.2521489971346705,0.2982843553592662
849,Decision Tree,credit,1000,0.4,0.5555555555555556,0.5571684880117436,0.009852216748768473,0.010453789498693276
850,Random Forest,credit,1000,0.4,0.3793103448275862,0.5053614666205465,0.0,0.0
851,Neural Net,credit,1000,0.4,0.044444444444444446,0.05054486436355205,0.0,0.0033436828278003345
852,AdaBoost,credit,1000,0.4,0.5373134328358209,0.6379993900579445,0.0,0.0
853,Naive Bayes,credit,1000,0.4,0.45901639344262296,0.5418620227729404,0.04854368932038835,0.054279749478079335
854,QDA,credit,1000,0.4,0.6097560975609756,0.6852296819787986,0.057971014492753624,0.076076993583868
855,XGB,credit,1000,0.4,0.5263157894736842,0.62890625,0.045871559633027525,0.07378729218856753
856,Nearest Neighbors,credit,1000,0.6,0.25225225225225223,0.4125679048597856,0.40853658536585363,0.4471084178632591
857,Decision Tree,credit,1000,0.6,0.616822429906542,0.606692607003891,0.019736842105263157,0.0227111426543648
858,Random Forest,credit,1000,0.6,0.6605504587155964,0.5998416468725257,0.02622950819672131,0.019445103153900876
859,Neural Net,credit,1000,0.6,0.028169014084507043,0.02502360717658168,0.5411334552102377,0.6622729464716284
860,AdaBoost,credit,1000,0.6,0.7377049180327869,0.6833493743984601,0.0,0.0
861,Naive Bayes,credit,1000,0.6,0.7068965517241379,0.6434782608695652,0.14678899082568808,0.16812227074235808
862,QDA,credit,1000,0.6,0.7162162162162162,0.7538065120637152,0.14678899082568808,0.17561399695718322
863,XGB,credit,1000,0.6,0.6451612903225806,0.6711044695014264,0.3269230769230769,0.2845002771106595
864,Nearest Neighbors,credit,1000,0.8,0.4503311258278146,0.4897699834794764,0.4668304668304668,0.4482758620689655
865,Decision Tree,credit,1000,0.8,0.5950413223140496,0.6565410517266084,0.04295942720763723,0.03892832608197847
866,Random Forest,credit,1000,0.8,0.6507936507936508,0.713031735313977,0.0673076923076923,0.055284552845528454
867,Neural Net,credit,1000,0.8,0.568,0.666397545616018,0.02457002457002457,0.029197080291970802
868,AdaBoost,credit,1000,0.8,0.6766917293233082,0.7352032938754504,0.0,0.0014357501794687725
869,Naive Bayes,credit,1000,0.8,0.3595505617977528,0.48307637781321994,0.3405940594059406,0.34515277253866467
870,QDA,credit,1000,0.8,0.5098039215686274,0.567076167076167,0.3379721669980119,0.34822104466313397
871,XGB,credit,1000,0.8,0.7083333333333334,0.7266717518433765,0.45848822800495664,0.4601954397394137
872,Nearest Neighbors,credit,1000,1.0,0.5904761904761905,0.5220971061871897,0.5244618395303327,0.5394123134328358
873,Decision Tree,credit,1000,1.0,0.7142857142857143,0.7114951164537942,0.686,0.6873661670235546
874,Random Forest,credit,1000,1.0,0.7839195979899497,0.746158574062692,0.7054108216432866,0.6997512732441076
875,Neural Net,credit,1000,1.0,0.037037037037037035,0.06077221841443911,0.6675585284280936,0.6660251784139203
876,AdaBoost,credit,1000,1.0,0.7524752475247525,0.7340869992627181,0.740608228980322,0.7345976642022929
877,Naive Bayes,credit,1000,1.0,0.6133333333333333,0.5457906234246345,0.697151424287856,0.6871822317366871
878,QDA,credit,1000,1.0,0.691358024691358,0.6164896939412867,0.7008289374529013,0.6887608069164265
879,XGB,credit,1000,1.0,0.7596153846153846,0.7377500898526417,0.7114695340501792,0.7112068965517241
880,Nearest Neighbors,credit,2000,0.2,0.10714285714285714,0.11272416737830913,0.21333333333333335,0.2956492524777423
881,Decision Tree,credit,2000,0.2,0.4057971014492754,0.4420186113099499,0.038834951456310676,0.06871109061563292
882,Random Forest,credit,2000,0.2,0.4406779661016949,0.3617391304347826,0.0,0.0014357501794687725
883,Neural Net,credit,2000,0.2,0.08695652173913043,0.02318977756743966,0.029411764705882353,0.042105263157894736
884,AdaBoost,credit,2000,0.2,0.463768115942029,0.5032523108524478,0.0,0.005729291000238721
885,Naive Bayes,credit,2000,0.2,0.3412698412698413,0.6812606473594549,0.4568245125348189,0.594223263075722
886,QDA,credit,2000,0.2,0.3864734299516908,0.7285255805172739,0.4657534246575342,0.6094565551120663
887,XGB,credit,2000,0.2,0.5142857142857142,0.49770836869801394,0.2690909090909091,0.2775252026092113
888,Nearest Neighbors,credit,2000,0.4,0.17054263565891473,0.3570725303577289,0.3181818181818182,0.4643327191366149
889,Decision Tree,credit,2000,0.4,0.6451612903225806,0.6580720773513038,0.5049088359046283,0.5435508345978756
890,Random Forest,credit,2000,0.4,0.5523809523809524,0.5026942464800973,0.4965753424657534,0.4959916347159289
891,Neural Net,credit,2000,0.4,0.39655172413793105,0.6665588354225637,0.4469399213924761,0.6669360051712993
892,AdaBoost,credit,2000,0.4,0.576271186440678,0.6468568015529341,0.6423927178153446,0.6694039360045306
893,Naive Bayes,credit,2000,0.4,0.3976945244956772,0.6635529070703817,0.5249169435215947,0.5314994056715912
894,QDA,credit,2000,0.4,0.40853658536585363,0.6787737420859713,0.5559105431309904,0.5529021558872305
895,XGB,credit,2000,0.4,0.6031746031746031,0.6754647367674188,0.5655526992287918,0.618800461361015
896,Nearest Neighbors,credit,2000,0.6,0.42152466367713004,0.4480389350128829,0.42022116903633494,0.47104749512036437
897,Decision Tree,credit,2000,0.6,0.6120689655172413,0.7081539465101109,0.6509186351706037,0.7092291557420032
898,Random Forest,credit,2000,0.6,0.5595854922279793,0.6410373760488177,0.622673434856176,0.6974887314874436
899,Neural Net,credit,2000,0.6,0.5376884422110553,0.6572794437201217,0.5446139620896903,0.6655865197666883
900,AdaBoost,credit,2000,0.6,0.6425339366515838,0.6953812813219559,0.6410684474123539,0.7114923678566923
901,Naive Bayes,credit,2000,0.6,0.03225806451612903,0.05371613799490623,0.633901705115346,0.6495803357314148
902,QDA,credit,2000,0.6,0.3670886075949367,0.4118841114596789,0.633901705115346,0.6515174166542084
903,XGB,credit,2000,0.6,0.65,0.7156011575901079,0.6241610738255033,0.6867378048780488
904,Nearest Neighbors,credit,2000,0.8,0.46853146853146854,0.5111598503418914,0.48553459119496856,0.49757467449578757
905,Decision Tree,credit,2000,0.8,0.6771653543307087,0.6657043879907621,0.5996860282574569,0.5977610795890201
906,Random Forest,credit,2000,0.8,0.7253521126760564,0.7306064880112835,0.6308411214953271,0.6199273167777105
907,Neural Net,credit,2000,0.8,0.039735099337748346,0.04171494785631518,0.6167782591571485,0.6684587813620072
908,AdaBoost,credit,2000,0.8,0.7508305647840532,0.7383521333987249,0.7128309572301426,0.7109872611464968
909,Naive Bayes,credit,2000,0.8,0.10256410256410256,0.07821737153251478,0.45598591549295775,0.46075433231396534
910,QDA,credit,2000,0.8,0.6527196652719666,0.5952268057531216,0.41894353369763204,0.41894032740714665
911,XGB,credit,2000,0.8,0.7308970099667774,0.7253164556962025,0.6724482988659106,0.680655737704918
912,Nearest Neighbors,credit,2000,1.0,0.506265664160401,0.544161947222557,0.5895795246800731,0.5799434413748097
913,Decision Tree,credit,2000,1.0,0.7450980392156863,0.7378362223550508,0.6757518796992481,0.6792923565434339
914,Random Forest,credit,2000,1.0,0.7377049180327869,0.7377318026996341,0.7167325428194994,0.7195083183215005
915,Neural Net,credit,2000,1.0,0.02857142857142857,0.027313397692488816,0.6673360107095047,0.6647449755785091
916,AdaBoost,credit,2000,1.0,0.75,0.7517521209885651,0.7106325706594886,0.7250892567348264
917,Naive Bayes,credit,2000,1.0,0.056338028169014086,0.09954954954954955,0.6824224519940916,0.6800525875463129
918,QDA,credit,2000,1.0,0.6215384615384615,0.6376029962546816,0.6906693711967545,0.6847933070866141
919,XGB,credit,2000,1.0,0.7157360406091371,0.7409307438622206,0.7163652404058227,0.7116447088822779
920,Nearest Neighbors,credit,3000,0.2,0.11235955056179775,0.20792670782712608,0.2938271604938272,0.40152963671128106
921,Decision Tree,credit,3000,0.2,0.45161290322580644,0.40753740993903564,0.511340206185567,0.5514034213585783
922,Random Forest,credit,3000,0.2,0.3466666666666667,0.30326218284333467,0.45057471264367815,0.47592067988668557
923,Neural Net,credit,3000,0.2,0.03076923076923077,0.06640714449278681,0.391705069124424,0.4445642407906559
924,AdaBoost,credit,3000,0.2,0.5894736842105263,0.48322147651006714,0.5301645338208409,0.617001545595054
925,Naive Bayes,credit,3000,0.2,0.6333333333333333,0.6568100358422939,0.5097276264591439,0.6107709216517506
926,QDA,credit,3000,0.2,0.41509433962264153,0.7432813970511346,0.5265151515151515,0.6203574203574204
927,XGB,credit,3000,0.2,0.5333333333333333,0.5261394101876675,0.47368421052631576,0.5679975046787273
928,Nearest Neighbors,credit,3000,0.4,0.22549019607843138,0.35657633840052877,0.27983539094650206,0.4071134626690182
929,Decision Tree,credit,3000,0.4,0.6666666666666666,0.6428252123379526,0.6001705029838023,0.6824861803963866
930,Random Forest,credit,3000,0.4,0.5573770491803278,0.5802489090027477,0.5011337868480725,0.531854093124895
931,Neural Net,credit,3000,0.4,0.0,0.025833724753405354,0.09419152276295134,0.11801519892713455
932,AdaBoost,credit,3000,0.4,0.6073298429319371,0.6153846153846154,0.6200177147918512,0.6822520403928621
933,Naive Bayes,credit,3000,0.4,0.13043478260869565,0.11504424778761062,0.6110552763819096,0.6406820950060901
934,QDA,credit,3000,0.4,0.6513761467889908,0.6497416974169742,0.6173826173826173,0.643041825095057
935,XGB,credit,3000,0.4,0.6161137440758294,0.6670508572251836,0.5883408071748879,0.6671334546982215
936,Nearest Neighbors,credit,3000,0.6,0.4431818181818182,0.4274193548387097,0.4180729450190528,0.46194855391176864
937,Decision Tree,credit,3000,0.6,0.6379310344827587,0.641424045859104,0.578155657292348,0.6124098124098124
938,Random Forest,credit,3000,0.6,0.622093023255814,0.661549815498155,0.6414634146341464,0.665473075333976
939,Neural Net,credit,3000,0.6,0.019138755980861243,0.033810753698051185,0.0821917808219178,0.09680324178298064
940,AdaBoost,credit,3000,0.6,0.6684931506849315,0.6892797319932998,0.6414868105515588,0.6667569030860856
941,Naive Bayes,credit,3000,0.6,0.6455331412103746,0.6335442061410276,0.6336375488917861,0.6563095412575114
942,QDA,credit,3000,0.6,0.6825396825396826,0.7105263157894737,0.6323337679269883,0.6566989152741132
943,XGB,credit,3000,0.6,0.7189873417721518,0.7176611934321185,0.631578947368421,0.6705616783959634
944,Nearest Neighbors,credit,3000,0.8,0.47334754797441364,0.48804463336875664,0.48563098708871305,0.5052286758220991
945,Decision Tree,credit,3000,0.8,0.7489177489177489,0.7100307199145185,0.6329466357308585,0.6540897824290829
946,Random Forest,credit,3000,0.8,0.7330316742081447,0.6993591529674004,0.6760168302945302,0.6794836583356221
947,Neural Net,credit,3000,0.8,0.007905138339920948,0.043843283582089554,0.4482338611449452,0.4285460678146636
948,AdaBoost,credit,3000,0.8,0.7770700636942676,0.7218525419217461,0.6962025316455697,0.7076265862545545
949,Naive Bayes,credit,3000,0.8,0.023529411764705882,0.05027932960893855,0.671664167916042,0.660377358490566
950,QDA,credit,3000,0.8,0.6201550387596899,0.5946544361853551,0.6736736736736737,0.6653919694072657
951,XGB,credit,3000,0.8,0.7196819085487077,0.7280734868503838,0.6894437144108629,0.6858797210159231
952,Nearest Neighbors,credit,3000,1.0,0.5025466893039049,0.5361518135959644,0.5122035063595738,0.5069090003734594
953,Decision Tree,credit,3000,1.0,0.7229357798165138,0.716710875331565,0.697585281717133,0.6912008854454897
954,Random Forest,credit,3000,1.0,0.7311827956989247,0.7297088379283689,0.6937104577595832,0.6905901116427432
955,Neural Net,credit,3000,1.0,0.046511627906976744,0.04708054465728133,0.6675573368960143,0.6677876531347586
956,AdaBoost,credit,3000,1.0,0.7702702702702703,0.747326685089511,0.716820440028389,0.7121076233183856
957,Naive Bayes,credit,3000,1.0,0.0784313725490196,0.0869171570846537,0.5034324942791762,0.5095106486750122
958,QDA,credit,3000,1.0,0.5995623632385121,0.615432194216793,0.5025451180009255,0.5076342144147102
959,XGB,credit,3000,1.0,0.7198641765704584,0.754658011780262,0.7083181983290955,0.7027734170591313
960,Nearest Neighbors,default-of-credit-card-clients,100,0.2,0.5,0.11619994765768124,0.1111111111111111,0.2989010989010989
961,Decision Tree,default-of-credit-card-clients,100,0.2,0.3333333333333333,0.3610878661087866,0.0,0.0041741204531902205
962,Random Forest,default-of-credit-card-clients,100,0.2,0.0,0.17571466037241018,0.0,0.0
963,Neural Net,default-of-credit-card-clients,100,0.2,0.4,0.29896907216494845,0.19047619047619047,0.5217894889242797
964,AdaBoost,default-of-credit-card-clients,100,0.2,0.4,0.353116358221655,0.0,0.0
965,Naive Bayes,default-of-credit-card-clients,100,0.2,0.3333333333333333,0.5605154164749194,0.0,0.011216056670602124
966,QDA,default-of-credit-card-clients,100,0.2,0.0,0.0,0.0,0.010020630710285883
967,XGB,default-of-credit-card-clients,100,0.2,0.4,0.32671081677704195,0.0,0.03217315004387248
968,Nearest Neighbors,default-of-credit-card-clients,100,0.4,0.0,0.3791003732076213,0.2916666666666667,0.4518871132267936
969,Decision Tree,default-of-credit-card-clients,100,0.4,0.4444444444444444,0.6125590344586321,0.13793103448275862,0.18186286556893586
970,Random Forest,default-of-credit-card-clients,100,0.4,0.8,0.3967756381549485,0.0,0.0005980861244019139
971,Neural Net,default-of-credit-card-clients,100,0.4,0.0,0.35972940708316753,0.25,0.42078006149862435
972,AdaBoost,default-of-credit-card-clients,100,0.4,0.5714285714285714,0.5675220078666416,0.09523809523809523,0.06570605187319885
973,Naive Bayes,default-of-credit-card-clients,100,0.4,0.46153846153846156,0.6752328185783332,0.0,0.06571277159512454
974,QDA,default-of-credit-card-clients,100,0.4,0.0,0.0,0.0,0.06941431670281996
975,XGB,default-of-credit-card-clients,100,0.4,0.5714285714285714,0.5619867031677748,0.16,0.22459097669806644
976,Nearest Neighbors,default-of-credit-card-clients,100,0.6,0.4,0.538824269097768,0.3125,0.4218092566619916
977,Decision Tree,default-of-credit-card-clients,100,0.6,0.5714285714285714,0.5559052509524598,0.0,0.01650943396226415
978,Random Forest,default-of-credit-card-clients,100,0.6,0.0,0.5852596314907873,0.0,0.0017921146953405018
979,Neural Net,default-of-credit-card-clients,100,0.6,0.0,0.6408932644975387,0.45652173913043476,0.5399590163934426
980,AdaBoost,default-of-credit-card-clients,100,0.6,0.0,0.6108814288076733,0.0,0.0029850746268656717
981,Naive Bayes,default-of-credit-card-clients,100,0.6,0.4,0.6588645418326693,0.48,0.43948207918934135
982,QDA,default-of-credit-card-clients,100,0.6,0.0,0.2098950524737631,0.2857142857142857,0.23880597014925373
983,XGB,default-of-credit-card-clients,100,0.6,0.3333333333333333,0.6195105598390882,0.3333333333333333,0.20425735469983258
984,Nearest Neighbors,default-of-credit-card-clients,100,0.8,0.6666666666666666,0.5409241444567103,0.38961038961038963,0.43488372093023253
985,Decision Tree,default-of-credit-card-clients,100,0.8,0.0,0.5397265016444521,0.4074074074074074,0.4607516121859017
986,Random Forest,default-of-credit-card-clients,100,0.8,0.4,0.49191848208011246,0.046511627906976744,0.05436337625178827
987,Neural Net,default-of-credit-card-clients,100,0.8,0.47619047619047616,0.6477761003367786,0.45714285714285713,0.506662333441664
988,AdaBoost,default-of-credit-card-clients,100,0.8,0.18181818181818182,0.5905587668593449,0.547945205479452,0.5947281713344317
989,Naive Bayes,default-of-credit-card-clients,100,0.8,0.16666666666666666,0.2219775379872275,0.08,0.1804111245465538
990,QDA,default-of-credit-card-clients,100,0.8,0.4,0.6098514464425332,0.3225806451612903,0.4750666159116863
991,XGB,default-of-credit-card-clients,100,0.8,0.3333333333333333,0.5669985310918884,0.4657534246575342,0.4635807860262009
992,Nearest Neighbors,default-of-credit-card-clients,100,1.0,0.35294117647058826,0.5983240223463687,0.4854368932038835,0.5228529839883551
993,Decision Tree,default-of-credit-card-clients,100,1.0,0.5,0.5932962896576447,0.6491228070175439,0.6457399103139013
994,Random Forest,default-of-credit-card-clients,100,1.0,0.6666666666666666,0.6331644144144144,0.628099173553719,0.646428991646076
995,Neural Net,default-of-credit-card-clients,100,1.0,0.36363636363636365,0.6322612204965146,0.42718446601941745,0.4750430292598967
996,AdaBoost,default-of-credit-card-clients,100,1.0,0.6153846153846154,0.6649274417087885,0.6111111111111112,0.659957627118644
997,Naive Bayes,default-of-credit-card-clients,100,1.0,0.42857142857142855,0.4822200066467265,0.631578947368421,0.6555314037295504
998,QDA,default-of-credit-card-clients,100,1.0,0.42105263157894735,0.6405419766206164,0.6115702479338843,0.6411728772144166
999,XGB,default-of-credit-card-clients,100,1.0,0.7142857142857143,0.6795128718976414,0.5486725663716814,0.62664120315111
1000,Nearest Neighbors,default-of-credit-card-clients,200,0.2,0.0,0.29795072530508865,0.34782608695652173,0.24776785714285715
1001,Decision Tree,default-of-credit-card-clients,200,0.2,0.5714285714285714,0.49950209121688904,0.0,0.0011965300628178283
1002,Random Forest,default-of-credit-card-clients,200,0.2,0.0,0.16337571003516366,0.0,0.0
1003,Neural Net,default-of-credit-card-clients,200,0.2,0.2857142857142857,0.23302358827734096,0.29473684210526313,0.6258883248730964
1004,AdaBoost,default-of-credit-card-clients,200,0.2,0.5,0.4584588893671976,0.0,0.0
1005,Naive Bayes,default-of-credit-card-clients,200,0.2,0.2727272727272727,0.6663594470046083,0.07692307692307693,0.07425474254742548
1006,QDA,default-of-credit-card-clients,200,0.2,0.0,0.0,0.0,0.07144820005496015
1007,XGB,default-of-credit-card-clients,200,0.2,0.3333333333333333,0.3619489559164733,0.15384615384615385,0.0908590308370044
1008,Nearest Neighbors,default-of-credit-card-clients,200,0.4,0.4,0.41655691439322673,0.4375,0.5377532228360957
1009,Decision Tree,default-of-credit-card-clients,200,0.4,0.5,0.5175870238746128,0.0,0.014113496030579242
1010,Random Forest,default-of-credit-card-clients,200,0.4,0.36363636363636365,0.46555323590814196,0.0,0.0
1011,Neural Net,default-of-credit-card-clients,200,0.4,0.21052631578947367,0.46404165310771234,0.36619718309859156,0.5613310663104202
1012,AdaBoost,default-of-credit-card-clients,200,0.4,0.4444444444444444,0.5136112697506187,0.0,0.0
1013,Naive Bayes,default-of-credit-card-clients,200,0.4,0.46153846153846156,0.6487411390857981,0.0,0.034807417974322394
1014,QDA,default-of-credit-card-clients,200,0.4,0.35294117647058826,0.5225520747908807,0.11538461538461539,0.18277511961722487
1015,XGB,default-of-credit-card-clients,200,0.4,0.3157894736842105,0.5135985198889916,0.20588235294117646,0.2863465368444346
1016,Nearest Neighbors,default-of-credit-card-clients,200,0.6,0.37037037037037035,0.46765994741454864,0.3902439024390244,0.3808139534883721
1017,Decision Tree,default-of-credit-card-clients,200,0.6,0.6428571428571429,0.4799054373522459,0.06451612903225806,0.03730690760711163
1018,Random Forest,default-of-credit-card-clients,200,0.6,0.4,0.42146426243754076,0.03225806451612903,0.027090694935217905
1019,Neural Net,default-of-credit-card-clients,200,0.6,0.125,0.24669402644778843,0.5174129353233831,0.6299989043497316
1020,AdaBoost,default-of-credit-card-clients,200,0.6,0.64,0.5548654244306418,0.0,0.0
1021,Naive Bayes,default-of-credit-card-clients,200,0.6,0.65,0.6685904550499445,0.2619047619047619,0.25474254742547425
1022,QDA,default-of-credit-card-clients,200,0.6,0.7096774193548387,0.6226067224507162,0.35789473684210527,0.4435500100623868
1023,XGB,default-of-credit-card-clients,200,0.6,0.64,0.5914840548726171,0.34146341463414637,0.2655954631379962
1024,Nearest Neighbors,default-of-credit-card-clients,200,0.8,0.375,0.5554872425453428,0.4431137724550898,0.4947746061456871
1025,Decision Tree,default-of-credit-card-clients,200,0.8,0.45161290322580644,0.600456220389542,0.4945054945054945,0.525263590305354
1026,Random Forest,default-of-credit-card-clients,200,0.8,0.5625,0.5774866402344423,0.5316455696202531,0.5126365054602184
1027,Neural Net,default-of-credit-card-clients,200,0.8,0.5581395348837209,0.6162118564323161,0.5583756345177665,0.5486490083854652
1028,AdaBoost,default-of-credit-card-clients,200,0.8,0.5333333333333333,0.5930964121748002,0.5666666666666667,0.5417197903385749
1029,Naive Bayes,default-of-credit-card-clients,200,0.8,0.6511627906976745,0.6621057513914657,0.3283582089552239,0.31290200529701095
1030,QDA,default-of-credit-card-clients,200,0.8,0.65,0.657904434344675,0.4657534246575342,0.41187908785575394
1031,XGB,default-of-credit-card-clients,200,0.8,0.5294117647058824,0.599480688088283,0.5257731958762887,0.5321247667288723
1032,Nearest Neighbors,default-of-credit-card-clients,200,1.0,0.5116279069767442,0.5706060169857492,0.48,0.5261925665788704
1033,Decision Tree,default-of-credit-card-clients,200,1.0,0.7755102040816326,0.6438996740824713,0.12307692307692308,0.16783543712014962
1034,Random Forest,default-of-credit-card-clients,200,1.0,0.7317073170731707,0.610901947945654,0.2857142857142857,0.3013698630136986
1035,Neural Net,default-of-credit-card-clients,200,1.0,0.7037037037037037,0.6009654062751408,0.6573426573426573,0.6561898652982682
1036,AdaBoost,default-of-credit-card-clients,200,1.0,0.7619047619047619,0.6337013922227557,0.5641025641025641,0.5517368130858298
1037,Naive Bayes,default-of-credit-card-clients,200,1.0,0.7719298245614035,0.674220351785907,0.543778801843318,0.5483035835944952
1038,QDA,default-of-credit-card-clients,200,1.0,0.7307692307692307,0.6393868537282411,0.611353711790393,0.6132887803624213
1039,XGB,default-of-credit-card-clients,200,1.0,0.7441860465116279,0.6405208494807006,0.40764331210191085,0.4756737203834328
1040,Nearest Neighbors,default-of-credit-card-clients,300,0.2,0.16666666666666666,0.11745947382407654,0.19047619047619047,0.32086021505376344
1041,Decision Tree,default-of-credit-card-clients,300,0.2,0.375,0.3965556310899615,0.0,0.0071492403932082215
1042,Random Forest,default-of-credit-card-clients,300,0.2,0.0,0.17048826544375506,0.0,0.0011965300628178283
1043,Neural Net,default-of-credit-card-clients,300,0.2,0.0,0.03751803751803752,0.24778761061946902,0.4388050112431738
1044,AdaBoost,default-of-credit-card-clients,300,0.2,0.5,0.4380704041720991,0.0,0.0
1045,Naive Bayes,default-of-credit-card-clients,300,0.2,0.43243243243243246,0.6473887573226973,0.0,0.042877291960507755
