,V1,V6,V10,V12,V13,V14,V15,Class
8167,27,261.0,3,592.0,4,-1.0,0,1
8168,55,27624.0,3,437.0,1,-1.0,0,1
8169,29,3846.0,3,313.0,2,-1.0,0,1
8170,42,2913.0,3,705.0,1,195.0,1,1
8171,33,2240.0,3,198.0,1,-1.0,0,1
8172,34,127.0,3,117.0,1,-1.0,0,1
8173,52,2104.0,3,210.0,2,-1.0,0,1
8174,29,5.0,3,321.0,1,-1.0,0,1
8175,39,150.0,3,296.0,4,-1.0,0,1
8176,31,882.0,3,411.0,1,-1.0,0,1
8177,60,366.0,3,593.0,1,-1.0,0,1
8178,25,1189.0,3,165.0,1,-1.0,0,1
8179,45,204.0,3,224.0,2,-1.0,0,1
8180,29,637.0,3,340.0,1,119.0,1,1
8181,55,2383.0,3,591.0,2,-1.0,0,1
8182,26,1231.0,3,385.0,2,96.0,5,1
8183,30,3340.0,3,238.0,3,-1.0,0,1
8184,54,200.0,3,170.0,1,-1.0,0,1
8185,39,48.0,3,539.0,1,-1.0,0,1
8186,42,576.0,3,447.0,2,96.0,1,1
8187,26,2786.0,3,300.0,2,72.0,1,1
8188,57,5313.0,3,200.0,1,-1.0,0,1
8189,39,201.0,3,699.0,1,119.0,1,1
8190,40,694.0,3,431.0,2,119.0,9,1
8191,25,389.0,3,837.0,1,-1.0,0,1
8192,43,3917.0,3,725.0,2,93.0,1,1
8193,36,3158.0,3,144.0,2,-1.0,0,1
8194,25,362.0,3,617.0,2,-1.0,0,1
8195,39,1293.0,3,140.0,2,-1.0,0,1
8196,32,889.0,3,1076.0,2,85.0,3,1
8197,43,481.0,3,187.0,1,20.0,1,1
8198,50,810.0,4,510.0,3,-1.0,0,1
8199,35,52.0,4,328.0,2,94.0,4,1
8200,37,108.0,4,262.0,2,-1.0,0,1
8201,42,2665.0,4,280.0,2,126.0,11,1
8202,42,684.0,4,207.0,1,-1.0,0,1
8203,27,2071.0,4,449.0,1,-1.0,0,1
8204,27,339.0,4,182.0,1,-1.0,0,1
8205,29,572.0,4,224.0,1,-1.0,0,1
8206,29,1779.0,4,400.0,1,-1.0,0,1
8207,26,132.0,4,217.0,1,-1.0,0,1
8208,39,22086.0,4,160.0,1,-1.0,0,1
8209,41,0.0,4,352.0,2,122.0,2,1
8210,29,205.0,4,787.0,1,-1.0,0,1
8211,33,317.0,4,323.0,1,80.0,14,1
8212,32,4945.0,4,160.0,1,119.0,2,1
8213,43,2987.0,4,156.0,1,85.0,3,1
8214,30,419.0,4,194.0,1,-1.0,0,1
8215,38,1130.0,4,96.0,2,98.0,1,1
8216,55,1662.0,4,94.0,2,-1.0,0,1
8217,25,1871.0,4,136.0,1,-1.0,0,1
8218,38,1190.0,4,81.0,2,391.0,3,1
8219,41,3426.0,4,102.0,2,297.0,3,1
8220,31,447.0,4,327.0,3,77.0,3,1
8221,35,563.0,4,147.0,1,119.0,3,1
8222,31,6.0,4,121.0,4,-1.0,0,1
8223,25,594.0,4,89.0,2,-1.0,0,1
8224,31,617.0,4,1161.0,1,97.0,2,1
8225,34,2918.0,4,246.0,1,196.0,2,1
8226,27,538.0,4,124.0,2,-1.0,0,1
8227,30,3384.0,4,578.0,2,-1.0,0,1
8228,34,303.0,4,282.0,3,126.0,3,1
8229,40,985.0,4,592.0,3,50.0,8,1
8230,57,126.0,4,166.0,2,-1.0,0,1
8231,46,974.0,5,174.0,2,80.0,1,1
8232,27,897.0,5,397.0,1,-1.0,0,1
8233,28,171.0,5,324.0,1,87.0,1,1
8234,28,1633.0,5,275.0,1,-1.0,0,1
8235,35,1085.0,5,199.0,1,86.0,7,1
8236,58,1980.0,5,255.0,1,-1.0,0,1
8237,57,1227.0,5,232.0,1,-1.0,0,1
8238,44,1933.0,5,462.0,1,-1.0,0,1
8239,25,801.0,5,255.0,2,-1.0,0,1
8240,57,1841.0,5,302.0,1,-1.0,0,1
8241,25,42.0,5,149.0,1,94.0,1,1
8242,21,794.0,5,191.0,1,-1.0,0,1
8243,49,905.0,5,1543.0,1,-1.0,0,1
8244,54,8295.0,5,207.0,1,-1.0,0,1
8245,59,0.0,5,493.0,2,-1.0,0,1
8246,28,874.0,5,509.0,1,-1.0,0,1
8247,37,4321.0,5,657.0,1,-1.0,0,1
8248,55,366.0,5,365.0,3,57.0,2,1
8249,30,0.0,5,159.0,2,-1.0,0,1
8250,35,471.0,5,276.0,2,-1.0,0,1
8251,35,745.0,5,522.0,3,-1.0,0,1
8252,31,924.0,5,207.0,2,98.0,1,1
8253,41,216.0,5,577.0,3,-1.0,0,1
8254,55,9756.0,5,103.0,2,95.0,1,1
8255,30,1159.0,5,366.0,1,-1.0,0,1
8256,28,3290.0,5,201.0,2,-1.0,0,1
8257,31,1766.0,5,166.0,2,-1.0,0,1
8258,31,582.0,5,548.0,2,-1.0,0,1
8259,53,380.0,5,438.0,2,-1.0,0,1
8260,57,256.0,5,304.0,2,91.0,1,1
8261,22,682.0,5,126.0,2,91.0,1,1
8262,36,92.0,5,244.0,7,-1.0,0,1
8263,33,66.0,5,157.0,2,-1.0,0,1
8264,37,0.0,8,257.0,2,97.0,1,1
8265,46,3434.0,8,148.0,2,101.0,1,1
8266,31,252.0,8,107.0,3,-1.0,0,1
8267,49,6574.0,8,138.0,3,-1.0,0,1
8268,51,2094.0,8,458.0,6,-1.0,0,1
8269,34,294.0,8,301.0,3,-1.0,0,1
8270,35,1177.0,8,243.0,4,-1.0,0,1
8271,35,925.0,8,200.0,4,-1.0,0,1
8272,32,8866.0,9,234.0,2,83.0,2,1
8273,50,3357.0,9,239.0,4,-1.0,0,1
8274,36,3407.0,9,993.0,4,85.0,4,1
8275,31,5205.0,9,529.0,2,-1.0,0,1
8276,41,254.0,9,183.0,2,294.0,2,1
8277,25,3630.0,9,221.0,7,-1.0,0,1
8278,24,1506.0,12,239.0,2,95.0,4,1
8279,42,4216.0,12,186.0,2,-1.0,0,1
8280,25,12.0,12,126.0,6,-1.0,0,1
8281,60,544.0,12,95.0,7,357.0,2,1
8282,40,10346.0,15,491.0,2,207.0,1,1
8283,50,1612.0,15,532.0,2,98.0,2,1
8284,34,1539.0,15,441.0,1,56.0,1,1
8285,31,131.0,15,151.0,1,-1.0,0,1
8286,32,718.0,15,95.0,1,-1.0,0,1
8287,60,3547.0,15,351.0,6,-1.0,0,1
8288,32,914.0,15,372.0,1,-1.0,0,1
8289,52,1306.0,15,288.0,1,-1.0,0,1
8290,34,172.0,15,177.0,1,-1.0,0,1
8291,59,259.0,15,415.0,1,89.0,1,1
8292,56,-1206.0,15,382.0,2,-1.0,0,1
8293,47,372.0,15,257.0,1,-1.0,0,1
8294,43,3518.0,15,181.0,2,-1.0,0,1
8295,25,505.0,15,284.0,1,-1.0,0,1
8296,35,71.0,15,651.0,1,-1.0,0,1
8297,31,1776.0,15,220.0,1,207.0,1,1
8298,27,20585.0,15,188.0,1,-1.0,0,1
8299,26,1595.0,15,155.0,1,105.0,1,1
8300,37,1000.0,15,322.0,1,90.0,1,1
8301,27,138.0,15,89.0,2,-1.0,0,1
8302,49,561.0,15,173.0,1,-1.0,0,1
8303,26,170.0,15,129.0,1,-1.0,0,1
8304,37,189.0,16,162.0,2,-1.0,0,1
8305,28,502.0,16,136.0,2,-1.0,0,1
8306,33,379.0,16,263.0,2,-1.0,0,1
8307,31,14533.0,16,245.0,2,-1.0,0,1
8308,28,136.0,16,355.0,1,-1.0,0,1
8309,32,689.0,16,162.0,3,-1.0,0,1
8310,27,246.0,17,453.0,2,-1.0,0,1
8311,59,3735.0,17,243.0,3,91.0,6,1
8312,30,8535.0,18,393.0,2,-1.0,0,1
8313,30,2567.0,18,813.0,4,-1.0,0,1
8314,34,443.0,18,235.0,3,-1.0,0,1
8315,38,605.0,18,1603.0,10,-1.0,0,1
8316,58,2074.0,18,259.0,2,-1.0,0,1
8317,34,2374.0,18,270.0,2,314.0,2,1
8318,26,1347.0,18,280.0,6,92.0,5,1
8319,59,3648.0,19,1321.0,3,-1.0,0,1
8320,49,7443.0,19,293.0,5,211.0,2,1
8321,28,442.0,19,474.0,3,95.0,3,1
8322,57,10583.0,22,295.0,3,-1.0,0,1
8323,83,425.0,22,883.0,1,140.0,1,1
8324,61,997.0,22,269.0,1,104.0,1,1
8325,64,5966.0,22,983.0,1,-1.0,0,1
8326,37,2061.0,22,459.0,1,109.0,3,1
8327,68,0.0,22,586.0,1,-1.0,0,1
8328,58,4348.0,23,790.0,4,141.0,1,1
8329,71,2887.0,30,128.0,1,-1.0,0,1
8330,54,1464.0,30,157.0,1,-1.0,0,1
8331,37,1315.0,30,224.0,1,-1.0,0,1
8332,22,466.0,30,377.0,1,-1.0,0,1
8333,44,2383.0,1,571.0,2,-1.0,0,1
8334,37,1649.0,1,140.0,3,-1.0,0,1
8335,72,132.0,1,260.0,2,65.0,1,1
8336,78,2787.0,1,372.0,1,-1.0,0,1
8337,26,0.0,1,261.0,4,-1.0,0,1
8338,69,482.0,2,260.0,2,-1.0,0,1
8339,41,203.0,2,342.0,2,-1.0,0,1
8340,44,88.0,2,275.0,1,-1.0,0,1
8341,32,2881.0,2,356.0,1,-1.0,0,1
8342,79,668.0,2,363.0,1,-1.0,0,1
8343,33,73.0,2,218.0,1,-1.0,0,1
8344,45,1309.0,2,367.0,1,-1.0,0,1
8345,40,2763.0,2,566.0,1,395.0,2,1
8346,30,536.0,2,309.0,1,-1.0,0,1
8347,42,2959.0,2,711.0,1,342.0,1,1
8348,30,930.0,2,396.0,1,-1.0,0,1
8349,28,12956.0,2,940.0,1,399.0,3,1
8350,58,0.0,2,478.0,2,-1.0,0,1
8351,28,9314.0,2,276.0,2,-1.0,0,1
8352,39,19.0,2,503.0,2,147.0,5,1
8353,31,625.0,2,135.0,2,49.0,3,1
8354,45,5511.0,2,272.0,1,-1.0,0,1
8355,56,1137.0,2,176.0,1,-1.0,0,1
8356,46,1329.0,3,247.0,2,-1.0,0,1
8357,56,1044.0,3,353.0,2,-1.0,0,1
8358,27,302.0,3,203.0,1,-1.0,0,1
8359,30,330.0,3,264.0,1,80.0,1,1
8360,26,2857.0,3,446.0,1,-1.0,0,1
8361,35,68.0,3,175.0,1,-1.0,0,1
8362,52,1524.0,3,1007.0,6,-1.0,0,1
8363,54,1633.0,3,409.0,2,-1.0,0,1
8364,25,285.0,3,658.0,3,-1.0,0,1
8365,41,0.0,3,438.0,2,389.0,1,1
8366,24,507.0,3,257.0,1,-1.0,0,1
8367,35,0.0,3,704.0,1,-1.0,0,1
8368,28,643.0,3,308.0,2,-1.0,0,1
8369,62,2785.0,6,270.0,3,-1.0,0,1
8370,52,137.0,6,227.0,2,-1.0,0,1
8371,23,870.0,6,316.0,4,-1.0,0,1
8372,82,8603.0,7,429.0,1,-1.0,0,1
8373,63,18016.0,7,371.0,1,-1.0,0,1
8374,32,51.0,7,297.0,1,-1.0,0,1
8375,31,1032.0,7,284.0,1,-1.0,0,1
8376,48,2892.0,7,407.0,1,385.0,1,1
8377,37,981.0,7,682.0,2,386.0,1,1
8378,40,431.0,7,180.0,2,-1.0,0,1
8379,66,203.0,7,376.0,1,-1.0,0,1
8380,37,3737.0,7,224.0,1,-1.0,0,1
8381,38,7005.0,7,370.0,1,412.0,1,1
8382,27,111.0,7,495.0,2,-1.0,0,1
8383,58,565.0,7,876.0,1,-1.0,0,1
8384,49,889.0,7,388.0,1,-1.0,0,1
8385,51,6840.0,7,257.0,1,-1.0,0,1
8386,31,202.0,8,167.0,1,62.0,1,1
8387,31,307.0,8,361.0,1,229.0,2,1
8388,38,0.0,8,341.0,1,385.0,1,1
8389,79,429.0,8,1006.0,2,-1.0,0,1
8390,71,4388.0,8,896.0,2,-1.0,0,1
8391,52,2557.0,8,340.0,1,156.0,1,1
8392,55,3122.0,8,349.0,1,-1.0,0,1
8393,46,922.0,8,576.0,1,-1.0,0,1
8394,28,3796.0,8,315.0,2,-1.0,0,1
8395,24,9883.0,8,210.0,5,-1.0,0,1
8396,22,185.0,8,153.0,1,-1.0,0,1
8397,49,151.0,8,97.0,3,-1.0,0,1
8398,20,829.0,9,253.0,2,-1.0,0,1
8399,19,103.0,10,104.0,2,-1.0,0,1
8400,34,79.0,10,336.0,4,-1.0,0,1
8401,73,1609.0,14,169.0,2,-1.0,0,1
8402,27,2489.0,15,323.0,2,163.0,2,1
8403,59,989.0,20,125.0,2,-1.0,0,1
8404,25,58.0,24,139.0,5,-1.0,0,1
8405,44,323.0,28,332.0,2,181.0,2,1
8406,42,11008.0,28,822.0,6,405.0,1,1
8407,28,5474.0,28,486.0,5,-1.0,0,1
8408,46,2196.0,28,573.0,5,-1.0,0,1
8409,25,219.0,4,576.0,1,96.0,1,1
8410,28,1240.0,4,849.0,1,-1.0,0,1
8411,61,569.0,4,219.0,1,-1.0,0,1
8412,52,1228.0,4,218.0,1,-1.0,0,1
8413,57,1660.0,4,642.0,1,-1.0,0,1
8414,49,914.0,4,185.0,1,-1.0,0,1
8415,33,1699.0,4,600.0,1,-1.0,0,1
8416,47,1167.0,4,505.0,1,96.0,6,1
8417,68,19317.0,4,249.0,1,-1.0,0,1
8418,40,1646.0,4,173.0,1,92.0,5,1
8419,46,242.0,4,120.0,2,96.0,1,1
8420,29,382.0,5,409.0,4,-1.0,0,1
8421,55,2383.0,5,1019.0,2,63.0,2,1
8422,30,2666.0,5,475.0,2,93.0,4,1
8423,49,1718.0,5,211.0,1,-1.0,0,1
8424,48,1147.0,5,389.0,1,64.0,2,1
8425,21,216.0,5,414.0,1,-1.0,0,1
8426,45,153.0,5,277.0,1,-1.0,0,1
8427,43,1791.0,5,254.0,1,-1.0,0,1
8428,47,86.0,5,253.0,1,97.0,4,1
8429,27,6791.0,5,179.0,2,69.0,26,1
8430,20,292.0,5,385.0,2,93.0,1,1
8431,47,3940.0,5,226.0,3,97.0,2,1
8432,37,1291.0,5,150.0,1,97.0,2,1
8433,36,495.0,5,157.0,3,97.0,2,1
8434,61,175.0,5,270.0,2,-1.0,0,1
8435,53,1624.0,6,107.0,1,98.0,6,1
8436,61,3140.0,6,975.0,4,98.0,1,1
8437,57,0.0,6,355.0,1,-1.0,0,1
8438,40,0.0,6,131.0,2,98.0,6,1
8439,53,0.0,6,1452.0,1,98.0,2,1
8440,73,5539.0,6,338.0,1,-1.0,0,1
8441,65,4717.0,6,256.0,1,-1.0,0,1
8442,67,701.0,6,254.0,2,-1.0,0,1
8443,66,3.0,6,550.0,1,-1.0,0,1
8444,67,405.0,7,345.0,2,-1.0,0,1
8445,57,168.0,7,342.0,1,-1.0,0,1
8446,38,4297.0,7,206.0,2,-1.0,0,1
8447,47,66.0,7,358.0,1,-1.0,0,1
8448,56,10532.0,7,324.0,1,-1.0,0,1
8449,46,4693.0,7,79.0,1,394.0,2,1
8450,32,1536.0,7,289.0,2,-1.0,0,1
8451,69,9064.0,7,714.0,1,-1.0,0,1
8452,32,6983.0,7,255.0,1,-1.0,0,1
8453,72,2.0,7,147.0,2,-1.0,0,1
8454,41,1536.0,7,273.0,1,95.0,2,1
8455,72,1612.0,7,530.0,2,-1.0,0,1
8456,33,1211.0,7,456.0,1,-1.0,0,1
8457,37,96.0,7,155.0,1,99.0,2,1
8458,26,390.0,7,325.0,1,-1.0,0,1
8459,77,638.0,7,453.0,1,-1.0,0,1
8460,34,0.0,7,262.0,1,99.0,2,1
8461,44,1534.0,7,166.0,1,99.0,2,1
8462,42,3403.0,7,215.0,1,99.0,1,1
8463,58,687.0,7,221.0,1,99.0,2,1
8464,34,7050.0,7,130.0,1,-1.0,0,1
8465,55,538.0,7,353.0,2,-1.0,0,1
8466,71,2600.0,7,212.0,1,-1.0,0,1
8467,41,2226.0,7,182.0,2,99.0,1,1
8468,23,0.0,7,217.0,1,99.0,7,1
8469,60,1034.0,7,231.0,3,-1.0,0,1
8470,18,108.0,10,167.0,1,-1.0,0,1
8471,54,10185.0,10,559.0,1,70.0,2,1
8472,42,11115.0,10,187.0,1,102.0,1,1
8473,32,935.0,10,161.0,2,375.0,5,1
8474,59,3444.0,10,252.0,1,185.0,2,1
8475,32,1815.0,10,235.0,1,102.0,2,1
8476,61,52587.0,10,290.0,1,-1.0,0,1
8477,31,10884.0,10,294.0,3,98.0,2,1
8478,30,697.0,10,179.0,3,102.0,2,1
8479,23,0.0,10,213.0,1,-1.0,0,1
8480,42,201.0,11,265.0,1,103.0,3,1
8481,42,190.0,11,704.0,2,-1.0,0,1
8482,42,94.0,11,176.0,2,90.0,4,1
8483,70,1311.0,11,651.0,1,-1.0,0,1
8484,57,589.0,11,167.0,1,190.0,5,1
8485,60,1853.0,11,408.0,1,-1.0,0,1
8486,53,4401.0,11,254.0,1,-1.0,0,1
8487,48,201.0,11,140.0,1,-1.0,0,1
8488,30,533.0,11,229.0,2,99.0,4,1
8489,61,2557.0,11,139.0,3,190.0,1,1
8490,39,3840.0,11,315.0,2,-1.0,0,1
8491,42,994.0,11,149.0,1,78.0,5,1
8492,26,96.0,11,349.0,1,70.0,3,1
8493,46,1600.0,11,1244.0,1,-1.0,0,1
8494,40,100.0,11,221.0,1,461.0,1,1
8495,39,260.0,11,175.0,2,116.0,2,1
8496,58,1013.0,11,206.0,1,461.0,1,1
8497,42,413.0,11,589.0,2,-1.0,0,1
8498,60,631.0,12,429.0,2,-1.0,0,1
8499,32,3283.0,12,623.0,2,191.0,2,1
8500,44,1070.0,12,137.0,2,104.0,3,1
8501,31,181.0,12,182.0,1,104.0,1,1
8502,32,484.0,12,668.0,2,463.0,1,1
8503,21,123.0,12,449.0,1,-1.0,0,1
8504,35,353.0,12,582.0,1,-1.0,0,1
8505,50,2794.0,12,1336.0,2,-1.0,0,1
8506,36,3850.0,12,239.0,2,100.0,4,1
8507,75,2970.0,12,641.0,1,-1.0,0,1
8508,20,6991.0,12,178.0,2,-1.0,0,1
8509,36,29.0,12,576.0,1,-1.0,0,1
8510,57,2223.0,12,1064.0,1,-1.0,0,1
8511,41,27696.0,12,147.0,2,104.0,1,1
8512,59,116.0,12,398.0,4,422.0,3,1
8513,36,2987.0,12,307.0,1,-1.0,0,1
8514,61,2.0,12,131.0,1,114.0,3,1
8515,18,608.0,12,267.0,1,-1.0,0,1
8516,51,1679.0,12,417.0,1,365.0,9,1
8517,34,48.0,12,810.0,3,93.0,6,1
8518,55,113.0,12,306.0,1,457.0,3,1
8519,58,462.0,12,332.0,1,-1.0,0,1
8520,33,498.0,12,338.0,2,104.0,1,1
8521,43,2643.0,12,188.0,3,100.0,5,1
8522,34,1337.0,12,255.0,2,104.0,1,1
8523,35,618.0,12,293.0,1,104.0,1,1
8524,43,451.0,12,289.0,2,-1.0,0,1
8525,74,0.0,13,562.0,2,-1.0,0,1
8526,45,11.0,13,489.0,5,-1.0,0,1
8527,38,1165.0,13,784.0,3,94.0,10,1
8528,77,699.0,13,425.0,2,-1.0,0,1
8529,32,2465.0,13,414.0,1,-1.0,0,1
8530,29,41.0,13,148.0,2,-1.0,0,1
8531,31,35.0,13,315.0,2,105.0,1,1
8532,36,341.0,13,282.0,1,-1.0,0,1
8533,50,3169.0,13,399.0,1,430.0,1,1
8534,44,14.0,13,234.0,1,-1.0,0,1
8535,60,523.0,13,192.0,3,-1.0,0,1
8536,23,431.0,13,496.0,2,-1.0,0,1
8537,56,616.0,13,293.0,2,105.0,2,1
8538,76,3324.0,13,227.0,2,192.0,1,1
8539,33,227.0,13,477.0,2,-1.0,0,1
8540,28,113.0,13,204.0,3,105.0,1,1
8541,34,13014.0,13,738.0,1,-1.0,0,1
8542,56,9367.0,13,320.0,2,101.0,2,1
8543,45,2067.0,13,393.0,2,462.0,1,1
8544,36,376.0,13,479.0,1,-1.0,0,1
8545,57,842.0,13,284.0,3,-1.0,0,1
8546,49,1235.0,13,354.0,3,-1.0,0,1
8547,49,1.0,13,640.0,2,101.0,4,1
8548,37,775.0,14,150.0,2,-1.0,0,1
8549,37,1276.0,14,156.0,2,-1.0,0,1
8550,35,18111.0,14,172.0,4,-1.0,0,1
8551,46,44.0,14,225.0,1,-1.0,0,1
8552,26,255.0,14,209.0,2,106.0,2,1
8553,47,926.0,14,436.0,1,403.0,5,1
8554,36,1506.0,14,326.0,3,-1.0,0,1
8555,36,2843.0,14,186.0,1,-1.0,0,1
8556,37,444.0,14,137.0,1,102.0,5,1
8557,62,557.0,14,185.0,1,-1.0,0,1
8558,26,535.0,14,125.0,1,-1.0,0,1
8559,45,2671.0,14,94.0,4,-1.0,0,1
8560,33,271.0,14,801.0,2,-1.0,0,1
8561,63,896.0,14,276.0,2,-1.0,0,1
8562,23,272.0,14,100.0,2,-1.0,0,1
8563,25,528.0,14,201.0,1,-1.0,0,1
8564,60,209.0,14,391.0,3,106.0,1,1
8565,44,226.0,14,190.0,3,270.0,3,1
8566,33,1974.0,14,498.0,2,191.0,1,1
8567,39,942.0,14,880.0,3,267.0,1,1
8568,46,336.0,14,260.0,3,457.0,1,1
8569,25,4147.0,14,211.0,3,-1.0,0,1
8570,42,-306.0,17,308.0,1,459.0,1,1
8571,56,4623.0,17,348.0,1,-1.0,0,1
8572,82,276.0,17,199.0,1,-1.0,0,1
8573,77,0.0,17,286.0,1,-1.0,0,1
8574,36,1189.0,17,220.0,1,-1.0,0,1
8575,35,431.0,17,343.0,2,397.0,1,1
8576,50,2218.0,17,711.0,1,-1.0,0,1
8577,62,1495.0,17,606.0,1,196.0,1,1
8578,26,828.0,17,156.0,1,199.0,1,1
8579,24,556.0,18,460.0,2,-1.0,0,1
8580,55,12972.0,18,205.0,1,-1.0,0,1
8581,22,948.0,18,215.0,1,197.0,2,1
8582,30,48.0,18,161.0,1,173.0,1,1
8583,55,0.0,18,237.0,1,-1.0,0,1
8584,34,0.0,18,148.0,1,84.0,2,1
8585,31,537.0,18,216.0,1,-1.0,0,1
8586,55,1938.0,18,193.0,1,386.0,3,1
8587,34,5.0,18,370.0,2,-1.0,0,1
8588,49,9131.0,18,532.0,1,461.0,5,1
8589,67,443.0,18,441.0,1,-1.0,0,1
8590,43,132.0,19,574.0,1,84.0,3,1
8591,26,3704.0,19,238.0,4,-1.0,0,1
8592,35,2658.0,19,768.0,2,141.0,3,1
8593,25,3411.0,19,225.0,2,-1.0,0,1
8594,59,1.0,19,335.0,1,-1.0,0,1
8595,44,10905.0,19,240.0,2,271.0,1,1
8596,42,976.0,19,164.0,1,-1.0,0,1
8597,29,2531.0,19,634.0,1,-1.0,0,1
8598,32,1270.0,19,232.0,3,-1.0,0,1
8599,30,5359.0,19,145.0,1,84.0,2,1
8600,38,10596.0,19,195.0,1,197.0,4,1
8601,22,691.0,19,338.0,1,-1.0,0,1
8602,28,67.0,20,329.0,3,199.0,2,1
8603,25,347.0,20,267.0,1,-1.0,0,1
8604,34,9962.0,20,474.0,1,-1.0,0,1
8605,59,2239.0,20,377.0,6,90.0,1,1
8606,27,11862.0,20,217.0,1,87.0,6,1
8607,62,0.0,20,158.0,1,-1.0,0,1
8608,35,1756.0,20,195.0,1,-1.0,0,1
8609,45,4068.0,20,184.0,1,-1.0,0,1
8610,46,368.0,20,293.0,1,90.0,4,1
8611,34,1406.0,20,63.0,2,85.0,1,1
8612,34,197.0,20,78.0,3,-1.0,0,1
8613,42,5310.0,20,273.0,1,90.0,3,1
8614,20,215.0,21,228.0,4,183.0,1,1
8615,60,106.0,21,216.0,3,91.0,1,1
8616,47,0.0,21,374.0,1,-1.0,0,1
8617,52,363.0,21,168.0,1,462.0,1,1
8618,61,1046.0,21,158.0,1,-1.0,0,1
8619,25,469.0,21,273.0,1,86.0,1,1
8620,65,2326.0,21,276.0,1,-1.0,0,1
8621,50,3370.0,21,531.0,2,80.0,2,1
8622,22,144.0,21,116.0,1,-1.0,0,1
8623,43,733.0,21,126.0,1,88.0,4,1
8624,59,474.0,21,252.0,1,-1.0,0,1
8625,53,-309.0,21,343.0,2,428.0,2,1
8626,38,6728.0,21,252.0,4,-1.0,0,1
8627,71,5584.0,21,534.0,3,-1.0,0,1
8628,28,61.0,21,744.0,1,109.0,3,1
8629,59,1047.0,21,438.0,1,184.0,3,1
8630,29,265.0,24,130.0,2,94.0,1,1
8631,51,117.0,24,467.0,2,88.0,4,1
8632,48,5473.0,24,232.0,2,-1.0,0,1
8633,37,106.0,25,511.0,1,392.0,13,1
8634,37,127.0,25,192.0,1,193.0,1,1
8635,18,3.0,25,130.0,2,-1.0,0,1
8636,64,380.0,25,479.0,1,-1.0,0,1
8637,69,0.0,25,412.0,2,-1.0,0,1
8638,36,255.0,25,242.0,6,95.0,4,1
8639,43,2145.0,25,291.0,2,95.0,4,1
8640,63,91.0,26,128.0,3,-1.0,0,1
8641,70,1853.0,26,314.0,1,-1.0,0,1
8642,60,11262.0,26,323.0,1,-1.0,0,1
8643,86,0.0,26,189.0,1,-1.0,0,1
8644,64,34.0,26,244.0,2,-1.0,0,1
8645,72,1129.0,26,186.0,1,-1.0,0,1
8646,42,294.0,26,513.0,1,-1.0,0,1
8647,60,108.0,26,624.0,1,-1.0,0,1
8648,43,1696.0,26,257.0,1,474.0,3,1
8649,25,331.0,26,170.0,4,-1.0,0,1
8650,57,854.0,27,700.0,4,92.0,1,1
8651,28,223.0,27,157.0,2,119.0,1,1
8652,36,40.0,27,259.0,3,475.0,4,1
8653,66,2048.0,27,212.0,1,-1.0,0,1
8654,33,3689.0,27,445.0,3,-1.0,0,1
8655,36,539.0,27,398.0,2,477.0,1,1
8656,29,590.0,27,81.0,1,94.0,1,1
8657,62,780.0,28,162.0,2,-1.0,0,1
8658,34,1464.0,28,207.0,3,130.0,5,1
8659,29,1311.0,28,622.0,1,-1.0,0,1
8660,30,7.0,28,173.0,1,164.0,4,1
8661,32,636.0,28,370.0,1,116.0,4,1
8662,39,24277.0,28,261.0,1,-1.0,0,1
8663,55,1872.0,28,155.0,2,93.0,8,1
8664,36,490.0,28,207.0,8,98.0,1,1
8665,27,118.0,31,160.0,3,98.0,1,1
8666,45,4119.0,31,473.0,2,283.0,1,1
8667,55,1504.0,31,186.0,3,101.0,2,1
8668,52,2087.0,31,267.0,1,474.0,1,1
8669,49,5689.0,31,470.0,1,97.0,3,1
8670,25,1231.0,31,271.0,2,-1.0,0,1
8671,30,201.0,31,219.0,1,157.0,12,1
8672,33,1429.0,31,268.0,8,-1.0,0,1
8673,39,119.0,1,265.0,2,476.0,4,1
8674,48,17964.0,1,120.0,1,98.0,5,1
8675,36,1113.0,1,212.0,1,-1.0,0,1
8676,27,1596.0,1,82.0,1,-1.0,0,1
8677,51,2635.0,1,181.0,1,98.0,2,1
8678,25,162.0,1,531.0,2,-1.0,0,1
8679,48,568.0,2,378.0,2,386.0,1,1
8680,70,2626.0,2,140.0,2,-1.0,0,1
8681,63,4752.0,2,233.0,2,-1.0,0,1
8682,34,528.0,2,121.0,3,100.0,5,1
8683,46,2552.0,3,260.0,1,94.0,8,1
8684,71,653.0,3,471.0,1,189.0,1,1
8685,44,2033.0,3,444.0,1,99.0,1,1
8686,31,3343.0,3,365.0,1,94.0,1,1
8687,32,995.0,3,331.0,1,99.0,2,1
8688,40,7968.0,3,733.0,1,93.0,1,1
8689,62,0.0,3,299.0,1,-1.0,0,1
8690,30,0.0,4,316.0,3,-1.0,0,1
8691,55,2587.0,4,328.0,2,94.0,2,1
8692,60,5267.0,4,520.0,1,-1.0,0,1
8693,57,6468.0,4,730.0,1,157.0,4,1
8694,59,4744.0,4,879.0,1,-1.0,0,1
8695,31,882.0,4,293.0,1,93.0,1,1
8696,26,1231.0,4,230.0,1,93.0,7,1
8697,73,3443.0,4,770.0,3,-1.0,0,1
8698,30,2568.0,4,563.0,1,100.0,4,1
8699,35,80.0,4,434.0,2,94.0,1,1
8700,64,1644.0,7,569.0,4,-1.0,0,1
8701,36,1354.0,7,281.0,3,97.0,2,1
